Region,City,Latitude,Longitude,Season,Rainfall,Temperature,Humidity,SoilMoisture,RiverLevel,WindSpeed,Pressure,PopulationDensity,InfrastructureIndex,PrimaryThreat,RiskLevel
Uttarakhand,Dehradun,30.258519079945128,78.00774180743022,Monsoon,327.4,12.0,87.1,96.2,5.26,13.6,1013.8,9329,5.2,None,Low
Assam,Guwahati,26.22269422914893,91.70517549018541,Winter,19.4,23.9,67.3,32.7,4.03,12.5,1001.8,723,3.7,None,Low
Uttarakhand,Dehradun,30.384653708009264,77.9901969760367,Monsoon,356.4,32.1,73.8,96.0,7.05,18.4,1000.6,9304,6.0,Flood,Moderate
Gujarat,Ahmedabad,23.044530922413063,72.66387694312048,Monsoon,299.4,30.7,89.4,85.9,6.43,11.7,1004.3,18845,7.6,None,Low
Kerala,Kochi,9.833362149536091,76.17994496667288,Monsoon,419.7,28.3,73.8,95.3,6.96,12.7,1009.6,21752,8.6,None,Low
Gujarat,Ahmedabad,23.113065342032467,72.54811368818429,Post-Monsoon,9.4,36.3,46.6,14.4,4.51,7.9,1014.3,9706,3.8,None,Low
Tamil Nadu,Chennai,13.123724064828817,80.33056714285077,Winter,20.3,24.8,67.3,58.1,4.39,18.7,1004.3,6671,2.4,None,Low
Rajasthan,Jaipur,26.87281983690802,75.80623755973666,Summer,9.2,36.8,27.3,12.6,2.1,15.4,1012.7,21472,2.3,Drought,Moderate
Gujarat,Ahmedabad,22.981580328636575,72.65248249394516,Post-Monsoon,46.2,28.0,49.4,69.3,3.84,8.8,1011.3,20149,4.5,None,Low
Gujarat,Ahmedabad,22.93191267424146,72.5938713193968,Monsoon,189.9,28.6,72.0,86.3,4.44,16.5,1002.1,8222,8.6,None,Low
Odisha,Bhubaneswar,20.250317651276877,85.91529619561051,Post-Monsoon,345.1,29.3,64.7,51.0,2.52,178.9,981.6,16059,5.1,Cyclone,High
Rajasthan,Jaipur,26.909899685476834,75.73601253284203,Winter,3.7,13.1,58.0,52.3,2.96,16.0,1002.1,16341,7.9,None,Low
West Bengal,Kolkata,22.577747438979284,88.30944911256378,Monsoon,381.7,35.9,90.3,98.5,5.68,16.9,1003.9,12654,3.4,None,Low
Rajasthan,Jaipur,26.99738005842646,75.70083185710453,Monsoon,192.8,10.9,89.4,93.4,6.43,9.7,1009.8,2892,7.9,None,Low
West Bengal,Kolkata,22.49845574130163,88.31383834981715,Winter,34.9,26.6,57.9,78.4,2.98,8.7,1010.9,18498,8.5,None,Low
Uttarakhand,Dehradun,30.408312635868267,77.9841438630139,Summer,40.9,36.4,12.9,0.1,1.58,5.0,1005.3,17169,6.1,None,Low
Delhi,New Delhi,28.64769708741506,77.26817921852744,Monsoon,251.4,20.4,75.3,82.4,4.82,8.9,1009.5,9904,5.0,None,Low
Kerala,Kochi,9.97702061276018,76.2878854546983,Post-Monsoon,37.1,26.4,70.8,18.2,2.31,12.2,1004.4,4820,3.3,None,Low
Tamil Nadu,Chennai,13.036712154754397,80.32684619855381,Monsoon,301.9,11.4,96.2,87.6,8.22,11.7,1014.5,13657,5.9,Flood,Moderate
Maharashtra,Mumbai,19.17563702293334,72.84962686038385,Monsoon,389.7,13.1,90.1,91.9,8.61,17.7,1005.4,10323,5.3,Flood,Moderate
Odisha,Bhubaneswar,20.2362307542395,85.77927770520894,Summer,19.1,47.2,19.7,8.5,4.9,16.0,1008.1,1031,5.2,None,Low
Tamil Nadu,Chennai,13.003044632944082,80.25378459946218,Winter,50.0,20.6,65.8,22.3,2.29,18.1,1011.8,11676,5.8,None,Low
West Bengal,Kolkata,22.63705370101358,88.35768423143992,Post-Monsoon,4.4,32.7,21.6,60.0,1.03,19.9,1010.5,22729,5.5,None,Low
Odisha,Bhubaneswar,20.220713348039922,85.91589749787704,Post-Monsoon,40.9,15.8,30.6,40.9,4.18,19.3,1005.1,20994,2.7,None,Low
Rajasthan,Jaipur,26.892226055294515,75.71868664029871,Summer,31.5,41.4,30.2,6.9,4.9,12.7,1011.2,14044,7.0,None,Low
Assam,Guwahati,26.22678222935208,91.71471881711169,Monsoon,300.7,35.9,94.1,80.8,9.94,19.0,1000.2,7460,6.5,Flood,Moderate
Delhi,New Delhi,28.591115037152992,77.17235698603156,Summer,44.6,36.5,31.4,0.1,4.61,7.9,1000.9,22412,2.7,None,Low
Rajasthan,Jaipur,26.837955656287676,75.76195785957177,Winter,17.5,14.2,24.0,21.9,4.8,8.3,1004.2,24780,8.4,None,Low
Uttarakhand,Dehradun,30.408082919661894,78.12279425390895,Winter,30.8,17.5,53.8,53.5,2.45,19.2,1002.1,20964,7.8,None,Low
Odisha,Bhubaneswar,20.2373987223963,85.76053933656371,Winter,43.4,12.9,27.7,24.2,1.43,5.8,1007.5,21414,8.3,None,Low
Uttarakhand,Dehradun,30.279899023188484,77.98842236112883,Monsoon,251.3,30.8,70.9,84.1,7.33,13.4,1002.4,2074,4.7,None,Low
Gujarat,Ahmedabad,23.04335166428681,72.55527898568535,Winter,1.0,26.1,68.1,78.1,2.03,10.9,1005.0,16181,8.7,None,Low
Rajasthan,Jaipur,26.874129153513714,75.85821393302783,Post-Monsoon,5.0,24.8,36.9,68.2,4.65,10.2,1010.2,18612,4.3,None,Low
Delhi,New Delhi,28.54480504914221,77.22669619474583,Monsoon,104.8,17.4,84.6,96.9,3.74,16.9,1001.7,524,9.0,None,Low
Gujarat,Ahmedabad,23.041922286775385,72.57607377620909,Monsoon,276.8,16.1,89.7,88.4,5.35,16.7,1008.3,18047,8.5,None,Low
West Bengal,Kolkata,22.558268542613096,88.42535894708776,Winter,21.5,30.7,66.2,50.1,3.41,9.5,1006.5,11025,8.2,None,Low
Gujarat,Ahmedabad,23.07372829614053,72.64195173142609,Post-Monsoon,2.0,18.0,25.7,66.3,1.62,11.8,1012.3,2207,3.6,None,Low
Gujarat,Ahmedabad,23.00975838954789,72.67077824200054,Winter,42.9,29.4,72.0,39.8,3.7,18.4,1012.4,14190,7.7,None,Low
Delhi,New Delhi,28.548756342552387,77.24469758336942,Summer,41.2,38.4,31.0,5.2,2.17,5.5,1007.7,3186,3.4,None,Low
Gujarat,Ahmedabad,23.051894404918446,72.5928900210733,Winter,16.9,18.1,30.2,36.5,1.38,6.7,1014.8,12473,6.0,None,Low
Gujarat,Ahmedabad,22.954103884491648,72.54186923977014,Winter,22.9,15.9,23.5,68.1,3.72,10.7,1009.8,4420,3.4,None,Low
Delhi,New Delhi,28.67661175561384,77.26495239846246,Winter,28.7,19.0,37.4,75.9,2.87,7.2,1011.0,19167,8.7,None,Low
Uttarakhand,Dehradun,30.312163528848252,77.99754898502758,Winter,21.9,16.4,40.1,51.1,2.31,10.9,1007.3,9549,6.4,None,Low
Kerala,Kochi,9.922865731702236,76.16935346427766,Winter,38.6,19.1,31.8,52.4,3.84,16.3,1003.7,22092,3.7,None,Low
Maharashtra,Mumbai,19.09733188547159,72.9169519840489,Winter,12.1,13.9,60.5,53.2,2.91,14.2,1000.4,1712,8.4,None,Low
Rajasthan,Jaipur,26.87796329541748,75.82848981270206,Monsoon,101.2,20.4,93.2,83.2,6.83,14.1,1007.8,8284,3.1,None,Low
Kerala,Kochi,10.007322984158415,76.35324548897897,Winter,11.8,12.2,23.1,10.4,1.11,16.1,1014.7,16475,2.8,None,Low
Assam,Guwahati,26.07371170037828,91.71742009423352,Summer,5.5,39.6,31.6,5.4,3.75,19.9,1004.0,13762,8.8,Drought,Moderate
Maharashtra,Mumbai,19.073541651991,72.92965832870239,Summer,35.6,38.2,16.5,4.8,2.46,9.3,1005.3,5849,7.1,None,Low
Maharashtra,Mumbai,19.088889439955885,72.86695486059205,Winter,18.9,12.8,47.1,62.1,3.47,5.7,1002.9,2770,2.7,None,Low
Assam,Guwahati,26.241319974122398,91.78190886746997,Summer,13.1,47.7,20.6,3.5,1.5,19.2,1014.8,18232,2.1,None,Low
Gujarat,Ahmedabad,23.116456646587384,72.531110442182,Summer,23.5,47.7,27.1,13.9,2.69,10.0,1002.1,7262,8.4,None,Low
Maharashtra,Mumbai,19.04215310998096,72.97447392167666,Post-Monsoon,3.7,20.4,65.5,67.9,4.08,9.2,1008.4,14663,5.5,None,Low
Kerala,Kochi,10.020107138428324,76.35500734422982,Summer,32.7,38.8,33.8,8.0,2.79,16.9,1007.1,19213,6.2,None,Low
Uttarakhand,Dehradun,30.281714943258027,78.13155443485873,Summer,35.7,42.3,38.4,15.5,2.84,15.0,1011.9,4281,5.3,None,Low
Maharashtra,Mumbai,19.108890928112668,72.78160662596704,Winter,0.9,33.3,50.3,56.7,4.65,15.4,1012.1,19015,4.4,None,Low
Gujarat,Ahmedabad,22.996859342530545,72.62589228927035,Summer,36.9,47.8,18.4,15.8,1.35,11.7,1003.9,24120,3.8,None,Low
Gujarat,Ahmedabad,23.109188579879547,72.58888013791001,Summer,49.3,40.6,34.9,13.2,1.24,8.4,1010.7,24764,5.9,None,Low
Odisha,Bhubaneswar,20.24883134954267,85.79143332772745,Post-Monsoon,10.0,33.6,53.9,45.0,3.12,9.8,1008.9,22910,7.2,None,Low
Kerala,Kochi,9.848817208362803,76.3201120346087,Post-Monsoon,25.4,23.3,21.0,56.0,4.65,18.8,1000.7,21395,3.5,None,Low
Odisha,Bhubaneswar,20.316297960643123,85.82449329162866,Summer,35.5,39.5,38.7,19.2,1.02,8.2,1005.4,14451,3.0,None,Low
Tamil Nadu,Chennai,13.043054620308903,80.23601057444719,Post-Monsoon,303.6,18.5,64.5,28.8,4.45,87.5,970.8,7378,3.6,None,Low
Uttarakhand,Dehradun,30.368365462955428,78.02870980757957,Summer,20.4,38.5,30.0,11.6,2.62,19.4,1012.7,21337,6.3,None,Low
Maharashtra,Mumbai,19.047597941020197,72.79794800359842,Monsoon,273.6,20.2,78.5,97.9,7.89,7.6,1007.7,16428,4.7,None,Low
West Bengal,Kolkata,22.6144003924367,88.36893078650343,Winter,49.4,11.4,25.9,18.2,3.53,15.5,1007.6,1929,6.4,None,Low
Gujarat,Ahmedabad,23.017026317312364,72.51467836688548,Winter,35.7,39.7,43.2,13.9,1.93,16.1,1002.0,13083,2.5,None,Low
West Bengal,Kolkata,22.529341404622034,88.2862908140469,Post-Monsoon,31.1,16.9,33.8,76.4,1.8,7.2,1014.0,866,8.6,None,Low
Uttarakhand,Dehradun,30.31799486878417,78.0934702307546,Winter,38.0,14.1,52.6,23.9,4.36,17.6,1007.3,10162,2.6,None,Low
Kerala,Kochi,9.894508187451684,76.21674747222738,Summer,37.4,35.7,26.2,7.2,4.16,14.2,1011.4,8429,2.1,None,Low
Kerala,Kochi,9.891399644432772,76.32997631382909,Post-Monsoon,7.0,12.7,74.1,51.4,1.34,11.9,1002.8,5681,8.7,None,Low
Assam,Guwahati,26.201804745433147,91.66311772661354,Winter,1.3,16.8,59.8,14.4,1.88,9.0,1009.2,2955,3.4,None,Low
Maharashtra,Mumbai,19.014423326537433,72.95165925073057,Monsoon,431.8,27.7,94.3,97.6,5.8,17.3,1009.5,18386,4.0,None,Low
Delhi,New Delhi,28.69547435902848,77.2667494174197,Summer,37.8,46.9,36.5,19.6,4.94,19.3,1005.4,22998,2.3,None,Low
West Bengal,Kolkata,22.48682520966061,88.2811451841765,Winter,25.6,33.0,26.3,63.8,1.53,14.4,1008.1,8428,4.8,None,Low
Kerala,Kochi,9.957482817801315,76.33883397901867,Winter,44.0,24.3,27.7,75.0,4.69,14.5,1004.6,8373,4.5,None,Low
Tamil Nadu,Chennai,13.153134067664036,80.19770221788248,Monsoon,333.1,26.1,84.8,86.3,7.29,10.5,1005.5,9321,5.8,Flood,Moderate
West Bengal,Kolkata,22.573536490053687,88.41166603347878,Winter,33.4,10.5,26.8,76.5,1.68,14.0,1013.6,21907,5.7,None,Low
Assam,Guwahati,26.189785273829802,91.65278517457594,Summer,10.8,35.1,39.6,2.8,4.04,17.2,1007.8,1803,7.4,None,Low
Gujarat,Ahmedabad,22.939909477728698,72.52351833278873,Post-Monsoon,0.4,17.8,48.7,43.2,2.3,10.7,1007.5,15524,6.8,None,Low
Gujarat,Ahmedabad,23.004516396373415,72.52498087620008,Summer,24.7,36.3,30.7,6.0,1.64,11.4,1012.7,13397,3.7,None,Low
Assam,Guwahati,26.110513530178917,91.72281981803157,Monsoon,207.5,38.9,77.0,91.0,5.33,12.2,1013.3,5610,4.9,None,Low
Delhi,New Delhi,28.578665084696603,77.29419753221842,Monsoon,222.4,16.5,89.3,84.2,5.65,19.1,1013.8,18718,7.6,None,Low
Assam,Guwahati,26.049095607629425,91.67814982668638,Post-Monsoon,44.9,16.7,47.2,45.3,3.04,18.3,1008.2,8318,7.0,None,Low
Delhi,New Delhi,28.515798953589794,77.24137539675003,Post-Monsoon,33.7,35.7,61.0,49.6,2.69,5.1,1010.8,16580,3.5,None,Low
Odisha,Bhubaneswar,20.225961280390422,85.78944235898653,Winter,40.2,37.5,25.1,79.5,4.03,17.5,1004.3,17440,6.8,None,Low
Uttarakhand,Dehradun,30.272200638099164,77.94207664247003,Summer,44.5,38.8,30.9,6.1,3.08,16.6,1005.1,3388,4.0,None,Low
West Bengal,Kolkata,22.486045587396735,88.44592945779078,Winter,11.5,38.9,73.0,32.3,1.08,15.9,1010.0,10197,8.5,None,Low
Delhi,New Delhi,28.669081040122663,77.18229141065119,Winter,44.6,25.4,57.7,11.5,2.19,9.3,1014.7,23117,4.6,None,Low
Uttarakhand,Dehradun,30.227668281117857,78.08153480967039,Winter,2.5,30.7,30.1,72.0,4.68,17.4,1011.4,4822,5.0,None,Low
Gujarat,Ahmedabad,23.005061525246283,72.54649950695251,Summer,6.9,38.6,20.0,16.3,1.17,12.4,1003.1,7717,8.4,None,Low
Delhi,New Delhi,28.673823483385366,77.11982421991912,Summer,17.5,39.6,15.0,6.7,3.15,18.2,1008.5,11309,7.6,None,Low
Maharashtra,Mumbai,19.02148837997181,72.82936488445411,Winter,35.7,17.5,48.9,69.6,3.17,19.8,1000.4,6944,4.5,None,Low
Assam,Guwahati,26.23949618989524,91.65726952745702,Summer,42.1,42.7,10.5,8.1,3.5,7.0,1013.5,7676,5.9,None,Low
Assam,Guwahati,26.212308080563158,91.78249189044163,Winter,11.4,19.6,51.7,41.6,1.13,11.3,1007.9,898,8.9,None,Low
Kerala,Kochi,9.867592223764623,76.24247122557453,Winter,46.2,30.3,59.9,43.1,1.83,13.6,1007.3,20400,2.0,None,Low
Assam,Guwahati,26.12181673554863,91.81364935702047,Winter,19.0,28.9,46.8,25.1,2.3,16.7,1001.3,16871,7.4,None,Low
Maharashtra,Mumbai,19.067662937811274,72.84094319316671,Summer,32.1,38.9,22.0,0.8,1.35,17.1,1009.8,7450,3.2,None,Low
Uttarakhand,Dehradun,30.266908228416206,78.05352808339927,Summer,30.4,43.3,34.3,9.9,4.75,15.4,1004.2,2579,6.9,None,Low
Delhi,New Delhi,28.519674912148027,77.19385519043294,Summer,14.1,42.1,38.9,3.2,1.1,15.8,1000.3,9380,2.2,None,Low
Maharashtra,Mumbai,19.010004153133078,72.90978220709636,Monsoon,444.5,37.6,94.0,99.7,8.31,16.8,1003.0,6306,8.6,Flood,Moderate
Kerala,Kochi,9.92971494152206,76.1796957703479,Monsoon,424.6,24.4,92.3,93.1,6.45,14.5,1010.1,1799,6.6,None,Low
Gujarat,Ahmedabad,22.9988361160564,72.63592116908123,Post-Monsoon,46.9,27.9,68.8,19.1,2.7,13.9,1001.3,15613,7.9,None,Low
Rajasthan,Jaipur,26.881162586394655,75.87350153295444,Winter,15.5,18.7,58.0,30.7,4.72,6.3,1006.6,2152,6.1,None,Low
Gujarat,Ahmedabad,23.043169014019863,72.5757584693053,Winter,19.2,10.0,77.5,41.5,4.9,7.1,1006.1,22622,4.3,None,Low
Odisha,Bhubaneswar,20.29908539138986,85.87048214505108,Post-Monsoon,5.1,16.9,69.8,65.7,1.9,14.5,1001.4,7961,3.0,None,Low
Maharashtra,Mumbai,19.031351520068664,72.9312901920487,Winter,18.4,14.2,73.8,48.7,1.12,7.4,1008.3,23203,2.7,None,Low
Maharashtra,Mumbai,18.991916705584515,72.85087455383673,Post-Monsoon,40.7,34.3,78.7,49.1,2.1,13.8,1006.3,2798,4.0,None,Low
Gujarat,Ahmedabad,22.95965773933971,72.5886826714006,Summer,42.5,47.7,25.3,0.6,3.79,7.0,1014.7,14495,3.6,None,Low
Delhi,New Delhi,28.659142288082553,77.11521302449005,Winter,13.8,33.6,61.4,40.1,4.54,17.7,1013.3,7190,7.5,None,Low
West Bengal,Kolkata,22.58458855349559,88.31346504545775,Winter,6.4,11.4,42.5,50.5,1.56,5.1,1005.3,7170,4.6,None,Low
Odisha,Bhubaneswar,20.25682064169585,85.79322519485376,Summer,44.5,47.7,27.0,4.0,3.45,7.0,1009.0,9031,5.8,None,Low
Uttarakhand,Dehradun,30.27883140343995,78.08113532326357,Monsoon,216.2,32.6,84.8,84.8,8.14,12.5,1002.3,14395,8.5,None,Low
Uttarakhand,Dehradun,30.32345568493281,78.00478644074072,Monsoon,173.7,16.6,99.4,81.5,7.06,16.4,1004.8,534,6.8,None,Low
Tamil Nadu,Chennai,13.100639190415844,80.32878582053841,Post-Monsoon,41.5,32.5,62.2,79.4,1.07,9.3,1012.1,20633,3.7,None,Low
Gujarat,Ahmedabad,22.927735453393247,72.59452421468296,Summer,33.4,38.3,34.4,9.8,3.67,10.6,1006.3,2276,3.9,None,Low
Maharashtra,Mumbai,19.038648565800276,72.90001274556275,Monsoon,688.2,13.5,72.3,91.2,5.46,14.3,1007.1,19169,7.9,None,Low
Assam,Guwahati,26.133030878445517,91.69260615609953,Summer,2.4,42.7,15.1,17.7,4.78,18.1,1003.3,12989,5.1,None,Low
Odisha,Bhubaneswar,20.23851508470264,85.90365769135893,Summer,7.3,43.1,29.8,13.5,3.76,18.8,1005.3,8399,6.5,Drought,Moderate
Gujarat,Ahmedabad,22.971375634958164,72.59324381633678,Monsoon,259.7,32.9,94.5,81.1,7.86,17.2,1003.9,17945,4.5,None,Low
Uttarakhand,Dehradun,30.40956502645767,78.03710931611639,Post-Monsoon,19.0,26.3,21.4,34.1,3.23,10.4,1013.3,1906,4.1,None,Low
Rajasthan,Jaipur,26.856202973171236,75.74183680221901,Winter,34.8,14.2,30.0,24.3,1.9,9.2,1008.2,23664,7.0,None,Low
Rajasthan,Jaipur,26.828581539063464,75.77925001410627,Winter,19.2,30.5,25.5,33.1,1.64,8.4,1000.9,1549,2.3,None,Low
Odisha,Bhubaneswar,20.2814369708446,85.84865275655135,Summer,1.1,36.5,16.9,6.6,2.46,5.9,1008.4,6138,7.4,Drought,Low
Uttarakhand,Dehradun,30.287451119760853,78.038229879186,Monsoon,252.3,27.9,84.7,97.9,7.5,15.0,1013.8,17460,2.9,None,Low
Odisha,Bhubaneswar,20.355427753488545,85.73245713375758,Summer,7.0,36.8,21.2,10.3,3.51,5.6,1014.9,21199,5.7,Drought,Moderate
Assam,Guwahati,26.11915354262211,91.71406298484035,Monsoon,637.5,13.5,89.3,96.6,7.61,5.4,1005.5,4787,6.5,Flood,Moderate
Assam,Guwahati,26.10776495482266,91.71235770893146,Post-Monsoon,13.7,27.2,29.9,79.7,4.18,9.9,1001.1,22299,8.0,None,Low
Rajasthan,Jaipur,26.908312497337935,75.74885566139622,Winter,32.1,25.2,77.5,40.8,3.24,11.7,1005.3,2015,2.7,None,Low
Delhi,New Delhi,28.533076425478075,77.232415377639,Monsoon,160.0,17.8,95.6,86.0,8.33,8.7,1014.9,17097,5.1,None,Low
Assam,Guwahati,26.1458491264662,91.73452449827126,Summer,16.3,43.5,27.5,16.7,2.9,9.2,1000.7,19644,7.1,None,Low
Delhi,New Delhi,28.60022309452572,77.15311116639603,Monsoon,275.8,35.6,74.3,86.2,7.93,17.1,1013.6,7316,4.5,None,Low
Rajasthan,Jaipur,26.843828741974548,75.84539372416842,Post-Monsoon,25.9,29.7,79.8,23.2,1.83,12.5,1007.6,5086,5.2,None,Low
Uttarakhand,Dehradun,30.245575045600486,78.05742015479798,Post-Monsoon,21.6,29.1,46.2,36.1,1.65,19.2,1013.0,11960,6.9,None,Low
Assam,Guwahati,26.075954672775293,91.72161314289652,Post-Monsoon,9.9,14.3,23.4,13.1,4.23,5.5,1007.3,22673,6.5,None,Low
Rajasthan,Jaipur,26.83905457613175,75.7814143436711,Summer,12.4,46.3,35.5,0.8,3.19,10.1,1004.7,23252,8.2,None,Low
Kerala,Kochi,9.98781786361831,76.30854207348767,Post-Monsoon,15.1,12.3,56.5,31.0,1.53,18.7,1011.8,17475,2.9,None,Low
Uttarakhand,Dehradun,30.279425346194273,78.05189398713658,Summer,9.9,42.9,28.1,2.1,3.77,17.3,1012.5,7328,6.2,Drought,Moderate
Kerala,Kochi,9.981040271940982,76.27650192482855,Summer,4.4,46.9,39.5,12.6,1.5,12.9,1011.2,20657,6.7,Drought,Moderate
Rajasthan,Jaipur,26.940955504817374,75.80297273246751,Summer,9.4,42.4,34.2,2.7,2.19,5.9,1007.3,14464,7.8,Drought,Moderate
Rajasthan,Jaipur,26.918342908596173,75.8165237477532,Monsoon,373.2,25.8,80.3,85.7,8.24,5.0,1013.9,9213,4.4,Flood,Moderate
Tamil Nadu,Chennai,13.093452234624278,80.24610027168353,Monsoon,655.4,11.6,74.3,87.4,8.64,12.6,1013.7,21276,4.4,Flood,High
Gujarat,Ahmedabad,22.93491087040719,72.4882112559106,Summer,18.4,43.2,13.5,16.6,2.85,5.1,1012.4,21357,4.4,None,Low
Kerala,Kochi,9.971155718659485,76.18844257092314,Summer,29.6,43.1,36.8,9.2,1.71,15.2,1006.1,22777,6.3,None,Low
Assam,Guwahati,26.090713943395645,91.70232706787509,Summer,29.3,46.2,32.4,8.7,3.73,8.4,1007.9,4361,7.1,None,Low
Uttarakhand,Dehradun,30.399343700851134,78.13008302839815,Post-Monsoon,39.3,17.1,49.3,60.5,3.24,17.6,1001.5,15993,7.2,None,Low
Gujarat,Ahmedabad,22.974806802254612,72.63657366626303,Post-Monsoon,18.8,38.3,63.6,42.3,4.38,18.6,1009.2,3084,7.7,None,Low
Odisha,Bhubaneswar,20.225494979508127,85.92252914146916,Winter,17.1,11.9,63.9,12.8,1.81,16.4,1014.6,17539,8.6,None,Low
Kerala,Kochi,9.928641594748076,76.29676366775463,Winter,45.4,31.8,34.1,29.8,2.59,16.0,1011.5,16316,7.2,None,Low
Uttarakhand,Dehradun,30.293306870897045,77.93557255817694,Post-Monsoon,0.9,16.7,57.3,12.4,4.74,5.8,1002.1,8675,6.4,None,Low
Tamil Nadu,Chennai,13.114279553588139,80.34763989335707,Monsoon,543.7,36.9,71.1,81.8,8.55,5.0,1010.9,24452,3.3,Flood,High
Tamil Nadu,Chennai,13.045478650869304,80.33142397701329,Post-Monsoon,36.8,36.9,53.4,66.8,4.54,10.8,1003.1,12408,8.5,None,Low
Delhi,New Delhi,28.670108876040285,77.22070812849017,Winter,3.9,21.5,59.6,42.4,2.08,13.2,1013.1,11281,6.9,None,Low
Uttarakhand,Dehradun,30.378083038138236,78.10224190533616,Summer,38.7,39.6,18.5,18.4,1.32,15.3,1000.3,7523,2.1,None,Low
Kerala,Kochi,10.031010619139659,76.17018367024252,Winter,26.7,30.4,68.4,36.5,3.12,13.3,1002.0,11921,6.6,None,Low
Delhi,New Delhi,28.70815073878701,77.2812578158784,Winter,6.3,20.6,50.5,69.5,4.48,16.2,1005.9,15183,7.9,None,Low
West Bengal,Kolkata,22.534994318302548,88.282062871375,Monsoon,214.5,11.6,89.4,90.5,8.4,11.0,1006.9,1162,3.8,None,Low
Odisha,Bhubaneswar,20.380407215528983,85.83159748520022,Summer,46.6,42.7,31.9,2.9,1.7,10.4,1012.9,2920,7.5,None,Low
Rajasthan,Jaipur,26.901550426663476,75.82889534686863,Summer,31.0,40.7,15.0,10.3,3.53,15.2,1006.2,17751,8.0,None,Low
Tamil Nadu,Chennai,13.060531196163083,80.3495485948538,Winter,41.0,12.6,61.1,40.6,4.38,7.7,1005.8,17210,6.9,None,Low
Odisha,Bhubaneswar,20.37851221768299,85.7888189342114,Post-Monsoon,17.8,11.3,61.0,44.6,4.15,18.5,1001.9,10666,7.8,None,Low
Maharashtra,Mumbai,19.02537066699124,72.94179480229211,Winter,12.8,17.2,72.9,62.5,1.37,15.7,1010.4,13540,5.0,None,Low
Uttarakhand,Dehradun,30.25624424438442,77.99600363543355,Monsoon,249.2,20.3,84.2,91.4,7.81,18.9,1006.8,20916,8.8,None,Low
Odisha,Bhubaneswar,20.35012961497755,85.78076312146875,Monsoon,545.0,35.9,86.3,84.9,5.54,19.8,1008.9,19962,3.6,None,Low
Uttarakhand,Dehradun,30.27312574077374,77.96945760354154,Monsoon,213.8,11.1,87.0,89.4,7.7,13.2,1014.4,21400,7.3,None,Low
Delhi,New Delhi,28.625098271622367,77.26736844432675,Winter,29.1,15.5,77.1,76.9,3.37,17.3,1002.6,11943,7.4,None,Low
Odisha,Bhubaneswar,20.282433978120643,85.85584081156075,Winter,3.1,14.6,59.4,32.0,4.46,19.4,1014.9,1553,2.8,None,Low
Delhi,New Delhi,28.600317411489087,77.24581066309584,Summer,29.3,47.7,11.9,3.7,3.43,6.7,1005.7,13130,7.3,None,Low
Uttarakhand,Dehradun,30.39688062934249,77.98100098683757,Summer,27.1,44.5,19.3,8.3,1.18,13.0,1010.1,23766,4.9,None,Low
Uttarakhand,Dehradun,30.36568215656284,78.10955195498678,Post-Monsoon,35.5,13.9,46.4,40.6,3.5,7.1,1002.4,15333,3.5,None,Low
Maharashtra,Mumbai,19.08220985114979,72.94496477116287,Monsoon,620.7,12.5,87.3,99.6,6.3,9.7,1007.8,21690,5.5,None,Low
Rajasthan,Jaipur,26.86588953554018,75.6912896020211,Monsoon,318.5,30.0,77.8,81.1,8.52,9.2,1004.8,24390,4.0,Flood,High
Uttarakhand,Dehradun,30.398156999976788,78.07168802873788,Summer,31.6,45.9,26.5,7.8,3.55,13.1,1013.9,7688,7.8,None,Low
Uttarakhand,Dehradun,30.36894621131027,77.9479764382315,Winter,28.5,33.3,59.3,22.3,1.97,13.1,1008.7,20007,4.6,None,Low
Odisha,Bhubaneswar,20.270322834273045,85.87355712159533,Monsoon,228.9,30.7,99.9,86.9,6.81,12.7,1009.4,5794,7.2,None,Low
West Bengal,Kolkata,22.51699777474828,88.43068800627098,Monsoon,657.8,14.3,86.4,88.3,9.84,5.1,1011.7,13156,8.9,Flood,Moderate
Tamil Nadu,Chennai,13.016405215094437,80.24554877546825,Monsoon,620.6,29.6,77.3,88.7,9.33,15.6,1011.7,14689,5.6,Flood,High
Tamil Nadu,Chennai,13.128838815790072,80.32882332022423,Winter,9.2,31.0,65.4,65.4,2.06,10.5,1012.1,18962,5.1,None,Low
Odisha,Bhubaneswar,20.24970674607584,85.80000125765076,Monsoon,729.0,30.6,88.0,92.8,7.86,9.4,1011.0,16571,7.7,Flood,High
Tamil Nadu,Chennai,12.992804529248437,80.21780163617622,Monsoon,455.2,38.6,82.2,87.4,4.99,5.9,1001.7,4204,5.6,None,Low
Odisha,Bhubaneswar,20.245307226983652,85.74306374032352,Monsoon,429.1,24.1,91.4,88.6,7.82,8.2,1000.8,21666,7.4,Flood,High
West Bengal,Kolkata,22.57589448274785,88.41235844677793,Winter,42.5,32.0,50.7,61.1,2.3,6.6,1003.4,8959,3.8,None,Low
West Bengal,Kolkata,22.508720499031806,88.34717786057641,Winter,32.3,22.9,62.6,22.3,1.77,13.1,1003.0,3738,5.7,None,Low
Maharashtra,Mumbai,18.994821334896525,72.78881306921873,Post-Monsoon,21.7,26.8,29.9,12.8,2.17,18.4,1014.8,4270,2.4,None,Low
Delhi,New Delhi,28.656742186427643,77.15006128986029,Post-Monsoon,13.3,15.5,71.3,70.4,4.71,5.3,1005.8,1717,8.7,None,Low
